Data Set 1:Time(s),Data Set 1:pH
133.5,8.9325714111328125
134,8.9333734512329102
134.5,8.9437999725341797
135,8.9494132995605469
135.5,8.9542255401611328
136,8.9582357406616211
136.5,8.9670581817626953
137,8.9758796691894531
137.5,8.9839000701904297
138,8.9919204711914062
138.5,8.9991378784179688
139,9.0039501190185547
139.5,9.0127725601196289
140,9.0183868408203125
140.5,9.025604248046875
141,9.0264072418212891
141.5,9.0320205688476562
142,9.0440511703491211
142.5,9.0400409698486328
143,9.0400409698486328
143.5,9.0384368896484375
144,9.0376348495483398
144.5,9.0360307693481445
145,9.0320205688476562
145.5,9.0288124084472656
146,9.025604248046875
146.5,9.0240001678466797
147,9.0199909210205078
147.5,9.0159807205200195
148,9.0095643997192383
148.5,9.0039501190185547
149,8.9999408721923828
149.5,8.9871082305908203
150,8.9606418609619141
150.5,8.9903163909912109
151,9.0175848007202148
151.5,9.0464572906494141
152,9.0769329071044922
152.5,9.0977859497070312
153,9.1178359985351562
153.5,9.133875846862793
154,9.1467084884643555
154.5,9.1579360961914062
155,9.1675605773925781
155.5,9.1779870986938477
156,9.1876106262207031
156.5,9.1964330673217773
157,9.2036514282226562
157.5,9.2108688354492188
158,9.21728515625
158.5,9.2261075973510742
159,9.2309198379516602
159.5,9.2349300384521484
160,9.2421474456787109
160.5,9.2461576461791992
161,9.2541780471801758
161.5,9.2621974945068359
162,9.2686138153076172
162.5,9.2734260559082031
163,9.280644416809082
163.5,9.283050537109375
164,9.2878627777099609
164.5,9.2910699844360352
165,9.2942781448364258
165.5,9.2982883453369141
166,9.3014965057373047
166.5,9.3022985458374023
167,9.3063087463378906
167.5,9.3079128265380859
168,9.3215465545654297
168.5,9.3167343139648438
169,9.3191404342651367
169.5,9.3087148666381836
170,9.3247547149658203
170.5,9.3319730758666992
171,9.3391914367675781
171.5,9.3464088439941406
172,9.3560333251953125
172.5,9.3576374053955078
173,9.3616476058959961
173.5,9.3624496459960938
174,9.3664588928222656
174.5,9.3696670532226562
175,9.3736772537231445
175.5,9.3792915344238281
176,9.3824996948242188
176.5,9.386509895324707
177,9.3881139755249023
177.5,9.3913211822509766
178,9.3945293426513672
178.5,9.3961334228515625
179,9.3977375030517578
179.5,9.3977375030517578
180,9.4017477035522461
